,ttv_mcmc,ttv_err,epochs
0,-66.73096735738768,97.72597491260939,1218
1,144.03680352894295,96.51304363424488,1219
2,-105.9634353069592,85.44855678354905,1220
3,71.61891911937258,154.19079319858412,1221
4,-87.38706935954583,100.24070809955998,1223
5,-22.71840544054926,98.8704173690459,1224
6,110.87416546008538,95.91819795334781,1225
7,-43.730010643958806,117.66031293206008,1226
