canonical_name,exoplanetID,catalog_name,planet_name,disposition,modified_date,star_name,component,Rs,Rs_unit,Rs_upper,Rs_lower,Rs_ref,Rs_url,Ms,Ms_unit,Ms_upper,Ms_lower,Ms_ref,Ms_url,Fe/H,Fe/H_upper,Fe/H_lower,Fe/H_ref,Fe/H_url,stellar_gravity,stellar_gravity_upper,stellar_gravity_lower,stellar_gravity_ref,stellar_gravity_url,Teff,Teff_unit,Teff_upper,Teff_lower,Teff_ref,Teff_url,Vmag,Vmag_unit,Vmag_upper,Vmag_lower,Vmag_ref,Vmag_url,Jmag,Jmag_unit,Jmag_upper,Jmag_lower,Jmag_ref,Jmag_url,Hmag,Hmag_unit,Hmag_upper,Hmag_lower,Hmag_ref,Hmag_url,Kmag,Kmag_unit,Kmag_upper,Kmag_lower,Kmag_ref,Kmag_url,RA,DEC,distance,distance_unit,distance_upper,distance_lower,distance_ref,distance_url,Rp,Rp_unit,Rp_upper,Rp_lower,Rp_ref,Rp_url,Mp,Mp_unit,Mp_upper,Mp_lower,Mp_ref,Mp_url,Tp,Tp_unit,Tp_upper,Tp_lower,Tp_ref,Tp_url,surface_gravity,surface_gravity_unit,surface_gravity_upper,surface_gravity_lower,surface_gravity_ref,surface_gravity_url,orbital_period,orbital_period_unit,orbital_period_upper,orbital_period_lower,orbital_period_ref,orbital_period_url,orbital_distance,orbital_distance_unit,orbital_distance_upper,orbital_distance_lower,orbital_distance_ref,orbital_distance_url,inclination,inclination_unit,inclination_upper,inclination_lower,inclination_ref,inclination_url,eccentricity,eccentricity_unit,eccentricity_upper,eccentricity_lower,eccentricity_ref,eccentricity_url,omega,omega_unit,omega_upper,omega_lower,omega_ref,omega_url,transit_duration,transit_duration_unit,transit_duration_upper,transit_duration_lower,transit_duration_ref,transit_duration_url,transit_time,transit_time_unit,transit_time_upper,transit_time_lower,transit_time_ref,transit_time_url,a/Rs,a/Rs_unit,a/Rs_upper,a/Rs_lower,a/Rs_ref,a/Rs_url,Rp/Rs,Rp/Rs_unit,Rp/Rs_upper,Rp/Rs_lower,Rp/Rs_ref,Rp/Rs_url,impact_parameter,impact_parameter_unit,impact_parameter_upper,impact_parameter_lower,impact_parameter_ref,impact_parameter_url,transit_depth,transit_depth_unit,transit_depth_upper,transit_depth_lower,transit_depth_ref,transit_depth_url,constellation,Tmag,Tmag_unit,Tmag_upper,Tmag_lower,Tmag_ref,Tmag_url,SNR,SNR_unit,SNR_upper,SNR_lower,SNR_ref,SNR_url,snr_emission_15,snr_emission_5,snr_transmission_K,pmRA,pmRA_upper,pmRA_lower,pmDec,pmDec_upper,pmDec_lower,pm_unit,pm_ref,pm_url,dayside_temperature,transit_flag
WASP-44 b,5196,exoplanets.org,WASP-44 b,confirmed planet,2023-03-13 23:28:46.631000,WASP-44,b,0.927,R_sun,0.068,0.0569999999999999,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,0.951,M_sun,0.034,0.034,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,0.06,0.1,0.1,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,4.481,0.068,0.0569999999999999,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,5410.0,K,510.0,510.0,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,12.9,mag,,,,,11.702,mag,,,,,11.408,mag,,,,,11.341,mag,,,,,3.903208335240682,-11.93813888867696,,,,,,,1.14,R_Jupiter,0.11,0.11,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,0.889836,M_Jupiter,0.0647194,0.0647194,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1346.12,K,,,Calculated,,3.23415,,0.0697448,0.0697448,Calculated,http://adsabs.harvard.edu/abs/2007MNRAS.379L..11S,2.4238039,d,8.7e-06,8.7e-06,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,0.0347371,AU,0.000578952,0.000578952,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,86.02,deg,1.11,0.8599999999999999,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,0.0,,,,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,90.0,,,,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,0.0936,d,0.0022,0.0022,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,55433.876000000164,MJD,0.0004,0.0004,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,8.076,,0.560888,0.560888,Calculated,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,0.12637482305777561,,,,Calculated,,0.56,,0.076,0.123,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,0.01588,,0.00076,0.00076,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Cetus,11.341,,,,,,,,,,,,0.07491911612989767,0.0893492355083545,0.05511753657659555,15.2812,0.0790062,0.0790062,-30.0474,0.0440324,0.0440324,mas/yr,"TESS Input Catalog, v8.2: gaia2",,1600.82,True
WASP-44 b,5196,nexsci,WASP-44 b,confirmed planet,2023-03-13 20:10:54.290000,WASP-44,b,0.91,R_sun,0.05,0.05,Addison et al. 2019,https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract,0.94,M_sun,0.05,0.05,Addison et al. 2019,https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract,-0.003,0.1,0.1,Addison et al. 2019,https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract,4.49,0.04,0.04,Addison et al. 2019,https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract,5420.0,K,100.0,100.0,Addison et al. 2019,https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract,13.096,mag,0.069,0.069,TICv8,https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract,11.702,mag,0.023,0.023,TICv8,https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract,11.408,mag,0.025,0.025,TICv8,https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract,11.341,mag,0.026,0.026,TICv8,https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract,3.9032733,-11.9382645,364.512,pc,5.656,5.49,TICv8,https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract,1.1,R_Jupiter,0.081,0.076,Addison et al. 2019,https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract,0.87,M_Jupiter,0.063,0.062,Addison et al. 2019,https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract,1341.7,K,43.0,42.0,Calculated,https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract,3.2509494297054697,,,,Calculated,,2.423804,d,8e-06,8e-06,Addison et al. 2019,https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract,0.03453,AU,0.00065,0.00065,Addison et al. 2019,https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract,86.21,deg,0.68,0.64,Addison et al. 2019,https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract,0.068,,,,Bonomo et al. 2017,https://ui.adsabs.harvard.edu/abs/2011arXiv1105.3179A/abstract,,,,,,,0.0932,d,0.002,0.0019,Addison et al. 2019,https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract,56005.896129999775,MJD,9e-05,9e-05,Kokori et al. 2022,https://ui.adsabs.harvard.edu/abs/2022ApJS..258...40K/abstract,8.159406961872538,,,,Calculated,,0.1242186302988373,,,,Calculated,,0.541,,0.061,0.074,Addison et al. 2019,https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract,0.015430268113319219,,,,Calculated from Rp/Rs,,Cetus,11.341,,,,,,,,,,,,0.07053477780468567,0.08532894886427747,0.052807615972876136,15.2812,0.0790062,0.0790062,-30.0474,0.0440324,0.0440324,mas/yr,"TESS Input Catalog, v8.2: gaia2",,1595.56,True
